origen,lon_origen,lat_origen,destino,lon_destino,lat_destino,year,num_migrantes,genero
Caribbean,-75.0,18.0,OCEANIA,140.0,-25.0,2005,4093,male
Central America,-86.0,15.0,OCEANIA,140.0,-25.0,2005,7084,male
South America,-60.0,-10.0,OCEANIA,140.0,-25.0,2005,38248,male
NORTHERN AMERICA,-100.0,45.0,OCEANIA,140.0,-25.0,2005,81359,male
OCEANIA,140.0,-25.0,OCEANIA,140.0,-25.0,2005,400269,male
Eastern Africa,39.0,-6.5,Eastern Africa,39.0,-6.5,2010,1559533,male
Middle Africa,17.0,1.0,Eastern Africa,39.0,-6.5,2010,394725,male
Northern Africa,18.0,28.0,Eastern Africa,39.0,-6.5,2010,106667,male
Southern Africa,24.0,-29.0,Eastern Africa,39.0,-6.5,2010,32658,male
Western Africa,-2.0,16.0,Eastern Africa,39.0,-6.5,2010,8186,male
Central Asia,63.0,48.0,Eastern Africa,39.0,-6.5,2010,0,male
Eastern Asia,116.0,39.0,Eastern Africa,39.0,-6.5,2010,3701,male
South-Eastern Asia,108.0,4.0,Eastern Africa,39.0,-6.5,2010,674,male
Southern Asia,78.0,23.0,Eastern Africa,39.0,-6.5,2010,28860,male
Western Asia,40.0,33.0,Eastern Africa,39.0,-6.5,2010,178,male
Eastern Europe,30.0,50.0,Eastern Africa,39.0,-6.5,2010,162,male
Northern Europe,15.0,60.0,Eastern Africa,39.0,-6.5,2010,10035,male
Southern Europe,15.0,41.0,Eastern Africa,39.0,-6.5,2010,3514,male
Western Europe,2.0,48.0,Eastern Africa,39.0,-6.5,2010,56855,male
Caribbean,-75.0,18.0,Eastern Africa,39.0,-6.5,2010,31,male
Central America,-86.0,15.0,Eastern Africa,39.0,-6.5,2010,0,male
South America,-60.0,-10.0,Eastern Africa,39.0,-6.5,2010,0,male
NORTHERN AMERICA,-100.0,45.0,Eastern Africa,39.0,-6.5,2010,2071,male
OCEANIA,140.0,-25.0,Eastern Africa,39.0,-6.5,2010,159,male
Eastern Africa,39.0,-6.5,Middle Africa,17.0,1.0,2010,89982,male
Middle Africa,17.0,1.0,Middle Africa,17.0,1.0,2010,524382,male
Northern Africa,18.0,28.0,Middle Africa,17.0,1.0,2010,145681,male
Southern Africa,24.0,-29.0,Middle Africa,17.0,1.0,2010,2825,male
Western Africa,-2.0,16.0,Middle Africa,17.0,1.0,2010,195267,male
Central Asia,63.0,48.0,Middle Africa,17.0,1.0,2010,0,male
Eastern Asia,116.0,39.0,Middle Africa,17.0,1.0,2010,962,male
South-Eastern Asia,108.0,4.0,Middle Africa,17.0,1.0,2010,0,male
Southern Asia,78.0,23.0,Middle Africa,17.0,1.0,2010,0,male
Western Asia,40.0,33.0,Middle Africa,17.0,1.0,2010,1734,male
Eastern Europe,30.0,50.0,Middle Africa,17.0,1.0,2010,902,male
Northern Europe,15.0,60.0,Middle Africa,17.0,1.0,2010,135,male
Southern Europe,15.0,41.0,Middle Africa,17.0,1.0,2010,4929,male
Western Europe,2.0,48.0,Middle Africa,17.0,1.0,2010,21063,male
Caribbean,-75.0,18.0,Middle Africa,17.0,1.0,2010,137,male
Central America,-86.0,15.0,Middle Africa,17.0,1.0,2010,0,male
South America,-60.0,-10.0,Middle Africa,17.0,1.0,2010,0,male
NORTHERN AMERICA,-100.0,45.0,Middle Africa,17.0,1.0,2010,1467,male
OCEANIA,140.0,-25.0,Middle Africa,17.0,1.0,2010,6,male
Eastern Africa,39.0,-6.5,Northern Africa,18.0,28.0,2010,313497,male
Middle Africa,17.0,1.0,Northern Africa,18.0,28.0,2010,65712,male
Northern Africa,18.0,28.0,Northern Africa,18.0,28.0,2010,163095,male
Southern Africa,24.0,-29.0,Northern Africa,18.0,28.0,2010,615,male
Western Africa,-2.0,16.0,Northern Africa,18.0,28.0,2010,20774,male
Central Asia,63.0,48.0,Northern Africa,18.0,28.0,2010,1873,male
Eastern Asia,116.0,39.0,Northern Africa,18.0,28.0,2010,4934,male
South-Eastern Asia,108.0,4.0,Northern Africa,18.0,28.0,2010,26763,male
Southern Asia,78.0,23.0,Northern Africa,18.0,28.0,2010,9156,male
Western Asia,40.0,33.0,Northern Africa,18.0,28.0,2010,432483,male
Eastern Europe,30.0,50.0,Northern Africa,18.0,28.0,2010,9277,male
Northern Europe,15.0,60.0,Northern Africa,18.0,28.0,2010,8608,male
Southern Europe,15.0,41.0,Northern Africa,18.0,28.0,2010,12367,male
Western Europe,2.0,48.0,Northern Africa,18.0,28.0,2010,35068,male
Caribbean,-75.0,18.0,Northern Africa,18.0,28.0,2010,10,male
Central America,-86.0,15.0,Northern Africa,18.0,28.0,2010,525,male
South America,-60.0,-10.0,Northern Africa,18.0,28.0,2010,401,male
NORTHERN AMERICA,-100.0,45.0,Northern Africa,18.0,28.0,2010,12407,male
OCEANIA,140.0,-25.0,Northern Africa,18.0,28.0,2010,764,male
Eastern Africa,39.0,-6.5,Southern Africa,24.0,-29.0,2010,683639,male
Middle Africa,17.0,1.0,Southern Africa,24.0,-29.0,2010,70379,male
Northern Africa,18.0,28.0,Southern Africa,24.0,-29.0,2010,4591,male
Southern Africa,24.0,-29.0,Southern Africa,24.0,-29.0,2010,241841,male
Western Africa,-2.0,16.0,Southern Africa,24.0,-29.0,2010,25265,male
Central Asia,63.0,48.0,Southern Africa,24.0,-29.0,2010,11,male
Eastern Asia,116.0,39.0,Southern Africa,24.0,-29.0,2010,13065,male
South-Eastern Asia,108.0,4.0,Southern Africa,24.0,-29.0,2010,1849,male
Southern Asia,78.0,23.0,Southern Africa,24.0,-29.0,2010,40577,male
Western Asia,40.0,33.0,Southern Africa,24.0,-29.0,2010,5556,male
Eastern Europe,30.0,50.0,Southern Africa,24.0,-29.0,2010,10315,male
Northern Europe,15.0,60.0,Southern Africa,24.0,-29.0,2010,64449,male
Southern Europe,15.0,41.0,Southern Africa,24.0,-29.0,2010,26746,male
Western Europe,2.0,48.0,Southern Africa,24.0,-29.0,2010,30815,male
Caribbean,-75.0,18.0,Southern Africa,24.0,-29.0,2010,1274,male
Central America,-86.0,15.0,Southern Africa,24.0,-29.0,2010,206,male
South America,-60.0,-10.0,Southern Africa,24.0,-29.0,2010,2941,male
NORTHERN AMERICA,-100.0,45.0,Southern Africa,24.0,-29.0,2010,7046,male
OCEANIA,140.0,-25.0,Southern Africa,24.0,-29.0,2010,4414,male
Eastern Africa,39.0,-6.5,Western Africa,-2.0,16.0,2010,1363,male
Middle Africa,17.0,1.0,Western Africa,-2.0,16.0,2010,45738,male
Northern Africa,18.0,28.0,Western Africa,-2.0,16.0,2010,24092,male
Southern Africa,24.0,-29.0,Western Africa,-2.0,16.0,2010,385,male
Western Africa,-2.0,16.0,Western Africa,-2.0,16.0,2010,3025951,male
Central Asia,63.0,48.0,Western Africa,-2.0,16.0,2010,856,male
Eastern Asia,116.0,39.0,Western Africa,-2.0,16.0,2010,3646,male
South-Eastern Asia,108.0,4.0,Western Africa,-2.0,16.0,2010,521,male
Southern Asia,78.0,23.0,Western Africa,-2.0,16.0,2010,1873,male
Western Asia,40.0,33.0,Western Africa,-2.0,16.0,2010,5783,male
Eastern Europe,30.0,50.0,Western Africa,-2.0,16.0,2010,716,male
Northern Europe,15.0,60.0,Western Africa,-2.0,16.0,2010,1010,male
Southern Europe,15.0,41.0,Western Africa,-2.0,16.0,2010,3572,male
Western Europe,2.0,48.0,Western Africa,-2.0,16.0,2010,11595,male
Caribbean,-75.0,18.0,Western Africa,-2.0,16.0,2010,2253,male
Central America,-86.0,15.0,Western Africa,-2.0,16.0,2010,3,male
South America,-60.0,-10.0,Western Africa,-2.0,16.0,2010,1479,male
NORTHERN AMERICA,-100.0,45.0,Western Africa,-2.0,16.0,2010,2728,male
OCEANIA,140.0,-25.0,Western Africa,-2.0,16.0,2010,301,male
Eastern Africa,39.0,-6.5,Central Asia,63.0,48.0,2010,12,male
Middle Africa,17.0,1.0,Central Asia,63.0,48.0,2010,0,male
Northern Africa,18.0,28.0,Central Asia,63.0,48.0,2010,60,male
Southern Africa,24.0,-29.0,Central Asia,63.0,48.0,2010,0,male
Western Africa,-2.0,16.0,Central Asia,63.0,48.0,2010,11,male
Central Asia,63.0,48.0,Central Asia,63.0,48.0,2010,229830,male
Eastern Asia,116.0,39.0,Central Asia,63.0,48.0,2010,47216,male
South-Eastern Asia,108.0,4.0,Central Asia,63.0,48.0,2010,90,male
Southern Asia,78.0,23.0,Central Asia,63.0,48.0,2010,7776,male
Western Asia,40.0,33.0,Central Asia,63.0,48.0,2010,83915,male
Eastern Europe,30.0,50.0,Central Asia,63.0,48.0,2010,1945920,male
Northern Europe,15.0,60.0,Central Asia,63.0,48.0,2010,5596,male
Southern Europe,15.0,41.0,Central Asia,63.0,48.0,2010,0,male
Western Europe,2.0,48.0,Central Asia,63.0,48.0,2010,5588,male
Caribbean,-75.0,18.0,Central Asia,63.0,48.0,2010,11,male
Central America,-86.0,15.0,Central Asia,63.0,48.0,2010,0,male
South America,-60.0,-10.0,Central Asia,63.0,48.0,2010,0,male
NORTHERN AMERICA,-100.0,45.0,Central Asia,63.0,48.0,2010,176,male
OCEANIA,140.0,-25.0,Central Asia,63.0,48.0,2010,53,male
Eastern Africa,39.0,-6.5,Eastern Asia,116.0,39.0,2010,0,male
Middle Africa,17.0,1.0,Eastern Asia,116.0,39.0,2010,0,male
Northern Africa,18.0,28.0,Eastern Asia,116.0,39.0,2010,717,male
Southern Africa,24.0,-29.0,Eastern Asia,116.0,39.0,2010,671,male
Western Africa,-2.0,16.0,Eastern Asia,116.0,39.0,2010,2990,male
Central Asia,63.0,48.0,Eastern Asia,116.0,39.0,2010,23868,male
Eastern Asia,116.0,39.0,Eastern Asia,116.0,39.0,2010,2202414,male
South-Eastern Asia,108.0,4.0,Eastern Asia,116.0,39.0,2010,535791,male
Southern Asia,78.0,23.0,Eastern Asia,116.0,39.0,2010,92353,male
Western Asia,40.0,33.0,Eastern Asia,116.0,39.0,2010,104,male
Eastern Europe,30.0,50.0,Eastern Asia,116.0,39.0,2010,7336,male
Northern Europe,15.0,60.0,Eastern Asia,116.0,39.0,2010,26704,male
Southern Europe,15.0,41.0,Eastern Asia,116.0,39.0,2010,4012,male
Western Europe,2.0,48.0,Eastern Asia,116.0,39.0,2010,14789,male
Caribbean,-75.0,18.0,Eastern Asia,116.0,39.0,2010,0,male
Central America,-86.0,15.0,Eastern Asia,116.0,39.0,2010,880,male
South America,-60.0,-10.0,Eastern Asia,116.0,39.0,2010,162954,male
NORTHERN AMERICA,-100.0,45.0,Eastern Asia,116.0,39.0,2010,94181,male
OCEANIA,140.0,-25.0,Eastern Asia,116.0,39.0,2010,19085,male
Eastern Africa,39.0,-6.5,South-Eastern Asia,108.0,4.0,2010,665,male
Middle Africa,17.0,1.0,South-Eastern Asia,108.0,4.0,2010,579,male
Northern Africa,18.0,28.0,South-Eastern Asia,108.0,4.0,2010,1840,male
Southern Africa,24.0,-29.0,South-Eastern Asia,108.0,4.0,2010,396,male
Western Africa,-2.0,16.0,South-Eastern Asia,108.0,4.0,2010,274,male
Central Asia,63.0,48.0,South-Eastern Asia,108.0,4.0,2010,0,male
Eastern Asia,116.0,39.0,South-Eastern Asia,108.0,4.0,2010,376782,male
South-Eastern Asia,108.0,4.0,South-Eastern Asia,108.0,4.0,2010,3072087,male
Southern Asia,78.0,23.0,South-Eastern Asia,108.0,4.0,2010,684086,male
Western Asia,40.0,33.0,South-Eastern Asia,108.0,4.0,2010,11268,male
Eastern Europe,30.0,50.0,South-Eastern Asia,108.0,4.0,2010,308,male
Northern Europe,15.0,60.0,South-Eastern Asia,108.0,4.0,2010,28275,male
Southern Europe,15.0,41.0,South-Eastern Asia,108.0,4.0,2010,2371,male
Western Europe,2.0,48.0,South-Eastern Asia,108.0,4.0,2010,12475,male
Caribbean,-75.0,18.0,South-Eastern Asia,108.0,4.0,2010,108,male
Central America,-86.0,15.0,South-Eastern Asia,108.0,4.0,2010,137,male
South America,-60.0,-10.0,South-Eastern Asia,108.0,4.0,2010,720,male
NORTHERN AMERICA,-100.0,45.0,South-Eastern Asia,108.0,4.0,2010,43311,male
OCEANIA,140.0,-25.0,South-Eastern Asia,108.0,4.0,2010,21010,male
Eastern Africa,39.0,-6.5,Southern Asia,78.0,23.0,2010,23040,male
Middle Africa,17.0,1.0,Southern Asia,78.0,23.0,2010,0,male
Northern Africa,18.0,28.0,Southern Asia,78.0,23.0,2010,136,male
Southern Africa,24.0,-29.0,Southern Asia,78.0,23.0,2010,106,male
Western Africa,-2.0,16.0,Southern Asia,78.0,23.0,2010,619,male
Central Asia,63.0,48.0,Southern Asia,78.0,23.0,2010,16170,male
Eastern Asia,116.0,39.0,Southern Asia,78.0,23.0,2010,155707,male
South-Eastern Asia,108.0,4.0,Southern Asia,78.0,23.0,2010,440961,male
Southern Asia,78.0,23.0,Southern Asia,78.0,23.0,2010,6202447,male
Western Asia,40.0,33.0,Southern Asia,78.0,23.0,2010,116716,male
Eastern Europe,30.0,50.0,Southern Asia,78.0,23.0,2010,701,male
Northern Europe,15.0,60.0,Southern Asia,78.0,23.0,2010,31437,male
Southern Europe,15.0,41.0,Southern Asia,78.0,23.0,2010,3054,male
Western Europe,2.0,48.0,Southern Asia,78.0,23.0,2010,3269,male
Caribbean,-75.0,18.0,Southern Asia,78.0,23.0,2010,17,male
Central America,-86.0,15.0,Southern Asia,78.0,23.0,2010,0,male
South America,-60.0,-10.0,Southern Asia,78.0,23.0,2010,7605,male
NORTHERN AMERICA,-100.0,45.0,Southern Asia,78.0,23.0,2010,45891,male
OCEANIA,140.0,-25.0,Southern Asia,78.0,23.0,2010,2961,male
Eastern Africa,39.0,-6.5,Western Asia,40.0,33.0,2010,275156,male
Middle Africa,17.0,1.0,Western Asia,40.0,33.0,2010,5121,male
Northern Africa,18.0,28.0,Western Asia,40.0,33.0,2010,1912219,male
Southern Africa,24.0,-29.0,Western Asia,40.0,33.0,2010,7802,male
Western Africa,-2.0,16.0,Western Asia,40.0,33.0,2010,13879,male
Central Asia,63.0,48.0,Western Asia,40.0,33.0,2010,41628,male
Eastern Asia,116.0,39.0,Western Asia,40.0,33.0,2010,9139,male
South-Eastern Asia,108.0,4.0,Western Asia,40.0,33.0,2010,1857485,male
Southern Asia,78.0,23.0,Western Asia,40.0,33.0,2010,9657848,male
Western Asia,40.0,33.0,Western Asia,40.0,33.0,2010,4274781,male
Eastern Europe,30.0,50.0,Western Asia,40.0,33.0,2010,485364,male
Northern Europe,15.0,60.0,Western Asia,40.0,33.0,2010,78258,male
Southern Europe,15.0,41.0,Western Asia,40.0,33.0,2010,117469,male
Western Europe,2.0,48.0,Western Asia,40.0,33.0,2010,218067,male
Caribbean,-75.0,18.0,Western Asia,40.0,33.0,2010,116,male
Central America,-86.0,15.0,Western Asia,40.0,33.0,2010,1370,male
South America,-60.0,-10.0,Western Asia,40.0,33.0,2010,29137,male
NORTHERN AMERICA,-100.0,45.0,Western Asia,40.0,33.0,2010,72866,male
OCEANIA,140.0,-25.0,Western Asia,40.0,33.0,2010,4771,male
Eastern Africa,39.0,-6.5,Eastern Europe,30.0,50.0,2010,2767,male
Middle Africa,17.0,1.0,Eastern Europe,30.0,50.0,2010,2189,male
Northern Africa,18.0,28.0,Eastern Europe,30.0,50.0,2010,10278,male
Southern Africa,24.0,-29.0,Eastern Europe,30.0,50.0,2010,981,male
Western Africa,-2.0,16.0,Eastern Europe,30.0,50.0,2010,4311,male
Central Asia,63.0,48.0,Eastern Europe,30.0,50.0,2010,2701426,male
Eastern Asia,116.0,39.0,Eastern Europe,30.0,50.0,2010,72737,male
South-Eastern Asia,108.0,4.0,Eastern Europe,30.0,50.0,2010,55711,male
Southern Asia,78.0,23.0,Eastern Europe,30.0,50.0,2010,28146,male
Western Asia,40.0,33.0,Eastern Europe,30.0,50.0,2010,1137125,male
Eastern Europe,30.0,50.0,Eastern Europe,30.0,50.0,2010,4366704,male
Northern Europe,15.0,60.0,Eastern Europe,30.0,50.0,2010,200533,male
Southern Europe,15.0,41.0,Eastern Europe,30.0,50.0,2010,72767,male
Western Europe,2.0,48.0,Eastern Europe,30.0,50.0,2010,179164,male
Caribbean,-75.0,18.0,Eastern Europe,30.0,50.0,2010,2539,male
Central America,-86.0,15.0,Eastern Europe,30.0,50.0,2010,971,male
South America,-60.0,-10.0,Eastern Europe,30.0,50.0,2010,3921,male
NORTHERN AMERICA,-100.0,45.0,Eastern Europe,30.0,50.0,2010,23433,male
OCEANIA,140.0,-25.0,Eastern Europe,30.0,50.0,2010,2405,male
Eastern Africa,39.0,-6.5,Northern Europe,15.0,60.0,2010,341274,male
Middle Africa,17.0,1.0,Northern Europe,15.0,60.0,2010,25709,male
Northern Africa,18.0,28.0,Northern Europe,15.0,60.0,2010,82422,male
Southern Africa,24.0,-29.0,Northern Europe,15.0,60.0,2010,122484,male
Western Africa,-2.0,16.0,Northern Europe,15.0,60.0,2010,176976,male
Central Asia,63.0,48.0,Northern Europe,15.0,60.0,2010,16842,male
Eastern Asia,116.0,39.0,Northern Europe,15.0,60.0,2010,185406,male
South-Eastern Asia,108.0,4.0,Northern Europe,15.0,60.0,2010,176472,male
Southern Asia,78.0,23.0,Northern Europe,15.0,60.0,2010,986020,male
Western Asia,40.0,33.0,Northern Europe,15.0,60.0,2010,370229,male
Eastern Europe,30.0,50.0,Northern Europe,15.0,60.0,2010,906858,male
Northern Europe,15.0,60.0,Northern Europe,15.0,60.0,2010,793017,male
Southern Europe,15.0,41.0,Northern Europe,15.0,60.0,2010,314610,male
Western Europe,2.0,48.0,Northern Europe,15.0,60.0,2010,349086,male
Caribbean,-75.0,18.0,Northern Europe,15.0,60.0,2010,110478,male
Central America,-86.0,15.0,Northern Europe,15.0,60.0,2010,10800,male
South America,-60.0,-10.0,Northern Europe,15.0,60.0,2010,100242,male
NORTHERN AMERICA,-100.0,45.0,Northern Europe,15.0,60.0,2010,167179,male
OCEANIA,140.0,-25.0,Northern Europe,15.0,60.0,2010,108257,male
Eastern Africa,39.0,-6.5,Southern Europe,15.0,41.0,2010,77090,male
Middle Africa,17.0,1.0,Southern Europe,15.0,41.0,2010,104338,male
Northern Africa,18.0,28.0,Southern Europe,15.0,41.0,2010,963202,male
Southern Africa,24.0,-29.0,Southern Europe,15.0,41.0,2010,12275,male
Western Africa,-2.0,16.0,Southern Europe,15.0,41.0,2010,351074,male
Central Asia,63.0,48.0,Southern Europe,15.0,41.0,2010,20396,male
Eastern Asia,116.0,39.0,Southern Europe,15.0,41.0,2010,194922,male
South-Eastern Asia,108.0,4.0,Southern Europe,15.0,41.0,2010,81335,male
Southern Asia,78.0,23.0,Southern Europe,15.0,41.0,2010,410722,male
Western Asia,40.0,33.0,Southern Europe,15.0,41.0,2010,157237,male
Eastern Europe,30.0,50.0,Southern Europe,15.0,41.0,2010,1352100,male
Northern Europe,15.0,60.0,Southern Europe,15.0,41.0,2010,273857,male
Southern Europe,15.0,41.0,Southern Europe,15.0,41.0,2010,1593540,male
Western Europe,2.0,48.0,Southern Europe,15.0,41.0,2010,745327,male
Caribbean,-75.0,18.0,Southern Europe,15.0,41.0,2010,122225,male
Central America,-86.0,15.0,Southern Europe,15.0,41.0,2010,50605,male
South America,-60.0,-10.0,Southern Europe,15.0,41.0,2010,1230247,male
NORTHERN AMERICA,-100.0,45.0,Southern Europe,15.0,41.0,2010,84713,male
OCEANIA,140.0,-25.0,Southern Europe,15.0,41.0,2010,26746,male
Eastern Africa,39.0,-6.5,Western Europe,2.0,48.0,2010,164753,male
Middle Africa,17.0,1.0,Western Europe,2.0,48.0,2010,202568,male
Northern Africa,18.0,28.0,Western Europe,2.0,48.0,2010,1770407,male
Southern Africa,24.0,-29.0,Western Europe,2.0,48.0,2010,21586,male
Western Africa,-2.0,16.0,Western Europe,2.0,48.0,2010,328999,male
Central Asia,63.0,48.0,Western Europe,2.0,48.0,2010,469094,male
Eastern Asia,116.0,39.0,Western Europe,2.0,48.0,2010,172342,male
South-Eastern Asia,108.0,4.0,Western Europe,2.0,48.0,2010,304610,male
Southern Asia,78.0,23.0,Western Europe,2.0,48.0,2010,407283,male
Western Asia,40.0,33.0,Western Europe,2.0,48.0,2010,1406613,male
Eastern Europe,30.0,50.0,Western Europe,2.0,48.0,2010,2138789,male
Northern Europe,15.0,60.0,Western Europe,2.0,48.0,2010,305985,male
Southern Europe,15.0,41.0,Western Europe,2.0,48.0,2010,2143785,male
Western Europe,2.0,48.0,Western Europe,2.0,48.0,2010,1143662,male
Caribbean,-75.0,18.0,Western Europe,2.0,48.0,2010,59510,male
Central America,-86.0,15.0,Western Europe,2.0,48.0,2010,24340,male
South America,-60.0,-10.0,Western Europe,2.0,48.0,2010,266404,male
NORTHERN AMERICA,-100.0,45.0,Western Europe,2.0,48.0,2010,155703,male
OCEANIA,140.0,-25.0,Western Europe,2.0,48.0,2010,24970,male
Eastern Africa,39.0,-6.5,Caribbean,-75.0,18.0,2010,293,male
Middle Africa,17.0,1.0,Caribbean,-75.0,18.0,2010,123,male
Northern Africa,18.0,28.0,Caribbean,-75.0,18.0,2010,182,male
Southern Africa,24.0,-29.0,Caribbean,-75.0,18.0,2010,108,male
Western Africa,-2.0,16.0,Caribbean,-75.0,18.0,2010,604,male
Central Asia,63.0,48.0,Caribbean,-75.0,18.0,2010,5,male
Eastern Asia,116.0,39.0,Caribbean,-75.0,18.0,2010,4144,male
South-Eastern Asia,108.0,4.0,Caribbean,-75.0,18.0,2010,2460,male
Southern Asia,78.0,23.0,Caribbean,-75.0,18.0,2010,4107,male
Western Asia,40.0,33.0,Caribbean,-75.0,18.0,2010,1285,male
Eastern Europe,30.0,50.0,Caribbean,-75.0,18.0,2010,921,male
Northern Europe,15.0,60.0,Caribbean,-75.0,18.0,2010,10010,male
Southern Europe,15.0,41.0,Caribbean,-75.0,18.0,2010,11931,male
Western Europe,2.0,48.0,Caribbean,-75.0,18.0,2010,59317,male
Caribbean,-75.0,18.0,Caribbean,-75.0,18.0,2010,356795,male
Central America,-86.0,15.0,Caribbean,-75.0,18.0,2010,7264,male
South America,-60.0,-10.0,Caribbean,-75.0,18.0,2010,42336,male
NORTHERN AMERICA,-100.0,45.0,Caribbean,-75.0,18.0,2010,131376,male
OCEANIA,140.0,-25.0,Caribbean,-75.0,18.0,2010,242,male
Eastern Africa,39.0,-6.5,Central America,-86.0,15.0,2010,113,male
Middle Africa,17.0,1.0,Central America,-86.0,15.0,2010,153,male
Northern Africa,18.0,28.0,Central America,-86.0,15.0,2010,553,male
Southern Africa,24.0,-29.0,Central America,-86.0,15.0,2010,155,male
Western Africa,-2.0,16.0,Central America,-86.0,15.0,2010,292,male
Central Asia,63.0,48.0,Central America,-86.0,15.0,2010,0,male
Eastern Asia,116.0,39.0,Central America,-86.0,15.0,2010,22023,male
South-Eastern Asia,108.0,4.0,Central America,-86.0,15.0,2010,2226,male
Southern Asia,78.0,23.0,Central America,-86.0,15.0,2010,3882,male
Western Asia,40.0,33.0,Central America,-86.0,15.0,2010,3781,male
Eastern Europe,30.0,50.0,Central America,-86.0,15.0,2010,3417,male
Northern Europe,15.0,60.0,Central America,-86.0,15.0,2010,5331,male
Southern Europe,15.0,41.0,Central America,-86.0,15.0,2010,22722,male
Western Europe,2.0,48.0,Central America,-86.0,15.0,2010,16338,male
Caribbean,-75.0,18.0,Central America,-86.0,15.0,2010,18791,male
Central America,-86.0,15.0,Central America,-86.0,15.0,2010,269544,male
South America,-60.0,-10.0,Central America,-86.0,15.0,2010,82743,male
NORTHERN AMERICA,-100.0,45.0,Central America,-86.0,15.0,2010,412158,male
OCEANIA,140.0,-25.0,Central America,-86.0,15.0,2010,560,male
Eastern Africa,39.0,-6.5,South America,-60.0,-10.0,2010,1114,male
Middle Africa,17.0,1.0,South America,-60.0,-10.0,2010,3787,male
Northern Africa,18.0,28.0,South America,-60.0,-10.0,2010,3523,male
Southern Africa,24.0,-29.0,South America,-60.0,-10.0,2010,1404,male
Western Africa,-2.0,16.0,South America,-60.0,-10.0,2010,2996,male
Central Asia,63.0,48.0,South America,-60.0,-10.0,2010,27,male
Eastern Asia,116.0,39.0,South America,-60.0,-10.0,2010,80391,male
South-Eastern Asia,108.0,4.0,South America,-60.0,-10.0,2010,2130,male
Southern Asia,78.0,23.0,South America,-60.0,-10.0,2010,2270,male
Western Asia,40.0,33.0,South America,-60.0,-10.0,2010,30639,male
Eastern Europe,30.0,50.0,South America,-60.0,-10.0,2010,17524,male
Northern Europe,15.0,60.0,South America,-60.0,-10.0,2010,12670,male
Southern Europe,15.0,41.0,South America,-60.0,-10.0,2010,356591,male
Western Europe,2.0,48.0,South America,-60.0,-10.0,2010,74073,male
Caribbean,-75.0,18.0,South America,-60.0,-10.0,2010,37299,male
Central America,-86.0,15.0,South America,-60.0,-10.0,2010,23072,male
South America,-60.0,-10.0,South America,-60.0,-10.0,2010,1760286,male
NORTHERN AMERICA,-100.0,45.0,South America,-60.0,-10.0,2010,65312,male
OCEANIA,140.0,-25.0,South America,-60.0,-10.0,2010,1697,male
Eastern Africa,39.0,-6.5,NORTHERN AMERICA,-100.0,45.0,2010,334273,male
Middle Africa,17.0,1.0,NORTHERN AMERICA,-100.0,45.0,2010,47794,male
Northern Africa,18.0,28.0,NORTHERN AMERICA,-100.0,45.0,2010,236348,male
Southern Africa,24.0,-29.0,NORTHERN AMERICA,-100.0,45.0,2010,61258,male
Western Africa,-2.0,16.0,NORTHERN AMERICA,-100.0,45.0,2010,324730,male
Central Asia,63.0,48.0,NORTHERN AMERICA,-100.0,45.0,2010,34754,male
Eastern Asia,116.0,39.0,NORTHERN AMERICA,-100.0,45.0,2010,2233509,male
South-Eastern Asia,108.0,4.0,NORTHERN AMERICA,-100.0,45.0,2010,2046231,male
Southern Asia,78.0,23.0,NORTHERN AMERICA,-100.0,45.0,2010,1945965,male
Western Asia,40.0,33.0,NORTHERN AMERICA,-100.0,45.0,2010,601533,male
Eastern Europe,30.0,50.0,NORTHERN AMERICA,-100.0,45.0,2010,1019931,male
Northern Europe,15.0,60.0,NORTHERN AMERICA,-100.0,45.0,2010,796173,male
Southern Europe,15.0,41.0,NORTHERN AMERICA,-100.0,45.0,2010,834838,male
Western Europe,2.0,48.0,NORTHERN AMERICA,-100.0,45.0,2010,702754,male
Caribbean,-75.0,18.0,NORTHERN AMERICA,-100.0,45.0,2010,2558230,male
Central America,-86.0,15.0,NORTHERN AMERICA,-100.0,45.0,2010,8091652,male
South America,-60.0,-10.0,NORTHERN AMERICA,-100.0,45.0,2010,1351209,male
NORTHERN AMERICA,-100.0,45.0,NORTHERN AMERICA,-100.0,45.0,2010,414322,male
OCEANIA,140.0,-25.0,NORTHERN AMERICA,-100.0,45.0,2010,106169,male
Eastern Africa,39.0,-6.5,OCEANIA,140.0,-25.0,2010,64248,male
Middle Africa,17.0,1.0,OCEANIA,140.0,-25.0,2010,2325,male
Northern Africa,18.0,28.0,OCEANIA,140.0,-25.0,2010,41722,male
Southern Africa,24.0,-29.0,OCEANIA,140.0,-25.0,2010,102683,male
Western Africa,-2.0,16.0,OCEANIA,140.0,-25.0,2010,9255,male
Central Asia,63.0,48.0,OCEANIA,140.0,-25.0,2010,1287,male
Eastern Asia,116.0,39.0,OCEANIA,140.0,-25.0,2010,336013,male
South-Eastern Asia,108.0,4.0,OCEANIA,140.0,-25.0,2010,404515,male
Southern Asia,78.0,23.0,OCEANIA,140.0,-25.0,2010,372729,male
Western Asia,40.0,33.0,OCEANIA,140.0,-25.0,2010,140768,male
Eastern Europe,30.0,50.0,OCEANIA,140.0,-25.0,2010,79161,male
Northern Europe,15.0,60.0,OCEANIA,140.0,-25.0,2010,791244,male
Southern Europe,15.0,41.0,OCEANIA,140.0,-25.0,2010,315898,male
