origen,lon_origen,lat_origen,destino,lon_destino,lat_destino,year,num_migrantes
Caribbean,-75.0,18.0,Eastern Africa,39.0,-6.5,1995,162
Central America,-86.0,15.0,Eastern Africa,39.0,-6.5,1995,0
South America,-60.0,-10.0,Eastern Africa,39.0,-6.5,1995,0
NORTHERN AMERICA,-100.0,45.0,Eastern Africa,39.0,-6.5,1995,2517
OCEANIA,140.0,-25.0,Eastern Africa,39.0,-6.5,1995,140
Eastern Africa,39.0,-6.5,Middle Africa,17.0,1.0,1995,1424589
Middle Africa,17.0,1.0,Middle Africa,17.0,1.0,1995,692305
Northern Africa,18.0,28.0,Middle Africa,17.0,1.0,1995,63046
Southern Africa,24.0,-29.0,Middle Africa,17.0,1.0,1995,3322
Western Africa,-2.0,16.0,Middle Africa,17.0,1.0,1995,231509
Central Asia,63.0,48.0,Middle Africa,17.0,1.0,1995,0
Eastern Asia,116.0,39.0,Middle Africa,17.0,1.0,1995,630
South-Eastern Asia,108.0,4.0,Middle Africa,17.0,1.0,1995,0
Southern Asia,78.0,23.0,Middle Africa,17.0,1.0,1995,0
Western Asia,40.0,33.0,Middle Africa,17.0,1.0,1995,1482
Eastern Europe,30.0,50.0,Middle Africa,17.0,1.0,1995,1106
Northern Europe,15.0,60.0,Middle Africa,17.0,1.0,1995,26
Southern Europe,15.0,41.0,Middle Africa,17.0,1.0,1995,7406
Western Europe,2.0,48.0,Middle Africa,17.0,1.0,1995,39957
Caribbean,-75.0,18.0,Middle Africa,17.0,1.0,1995,190
Central America,-86.0,15.0,Middle Africa,17.0,1.0,1995,0
South America,-60.0,-10.0,Middle Africa,17.0,1.0,1995,0
NORTHERN AMERICA,-100.0,45.0,Middle Africa,17.0,1.0,1995,1246
OCEANIA,140.0,-25.0,Middle Africa,17.0,1.0,1995,13
Eastern Africa,39.0,-6.5,Northern Africa,18.0,28.0,1995,912475
Middle Africa,17.0,1.0,Northern Africa,18.0,28.0,1995,121032
Northern Africa,18.0,28.0,Northern Africa,18.0,28.0,1995,292819
Southern Africa,24.0,-29.0,Northern Africa,18.0,28.0,1995,952
Western Africa,-2.0,16.0,Northern Africa,18.0,28.0,1995,39098
Central Asia,63.0,48.0,Northern Africa,18.0,28.0,1995,1540
Eastern Asia,116.0,39.0,Northern Africa,18.0,28.0,1995,8545
South-Eastern Asia,108.0,4.0,Northern Africa,18.0,28.0,1995,26615
Southern Asia,78.0,23.0,Northern Africa,18.0,28.0,1995,10428
Western Asia,40.0,33.0,Northern Africa,18.0,28.0,1995,429494
Eastern Europe,30.0,50.0,Northern Africa,18.0,28.0,1995,30468
Northern Europe,15.0,60.0,Northern Africa,18.0,28.0,1995,14928
Southern Europe,15.0,41.0,Northern Africa,18.0,28.0,1995,26001
Western Europe,2.0,48.0,Northern Africa,18.0,28.0,1995,68853
Caribbean,-75.0,18.0,Northern Africa,18.0,28.0,1995,24
Central America,-86.0,15.0,Northern Africa,18.0,28.0,1995,700
South America,-60.0,-10.0,Northern Africa,18.0,28.0,1995,747
NORTHERN AMERICA,-100.0,45.0,Northern Africa,18.0,28.0,1995,24473
OCEANIA,140.0,-25.0,Northern Africa,18.0,28.0,1995,1522
Eastern Africa,39.0,-6.5,Southern Africa,24.0,-29.0,1995,518762
Middle Africa,17.0,1.0,Southern Africa,24.0,-29.0,1995,55237
Northern Africa,18.0,28.0,Southern Africa,24.0,-29.0,1995,5156
Southern Africa,24.0,-29.0,Southern Africa,24.0,-29.0,1995,235191
Western Africa,-2.0,16.0,Southern Africa,24.0,-29.0,1995,19994
Central Asia,63.0,48.0,Southern Africa,24.0,-29.0,1995,0
Eastern Asia,116.0,39.0,Southern Africa,24.0,-29.0,1995,16948
South-Eastern Asia,108.0,4.0,Southern Africa,24.0,-29.0,1995,3636
Southern Asia,78.0,23.0,Southern Africa,24.0,-29.0,1995,21037
Western Asia,40.0,33.0,Southern Africa,24.0,-29.0,1995,5686
Eastern Europe,30.0,50.0,Southern Africa,24.0,-29.0,1995,10619
Northern Europe,15.0,60.0,Southern Africa,24.0,-29.0,1995,118220
Southern Europe,15.0,41.0,Southern Africa,24.0,-29.0,1995,33842
Western Europe,2.0,48.0,Southern Africa,24.0,-29.0,1995,65620
Caribbean,-75.0,18.0,Southern Africa,24.0,-29.0,1995,2292
Central America,-86.0,15.0,Southern Africa,24.0,-29.0,1995,244
South America,-60.0,-10.0,Southern Africa,24.0,-29.0,1995,3677
NORTHERN AMERICA,-100.0,45.0,Southern Africa,24.0,-29.0,1995,11820
OCEANIA,140.0,-25.0,Southern Africa,24.0,-29.0,1995,5382
Eastern Africa,39.0,-6.5,Western Africa,-2.0,16.0,1995,1560
Middle Africa,17.0,1.0,Western Africa,-2.0,16.0,1995,42188
Northern Africa,18.0,28.0,Western Africa,-2.0,16.0,1995,16498
Southern Africa,24.0,-29.0,Western Africa,-2.0,16.0,1995,254
Western Africa,-2.0,16.0,Western Africa,-2.0,16.0,1995,5021589
Central Asia,63.0,48.0,Western Africa,-2.0,16.0,1995,0
Eastern Asia,116.0,39.0,Western Africa,-2.0,16.0,1995,1524
South-Eastern Asia,108.0,4.0,Western Africa,-2.0,16.0,1995,35
Southern Asia,78.0,23.0,Western Africa,-2.0,16.0,1995,1665
Western Asia,40.0,33.0,Western Africa,-2.0,16.0,1995,10644
Eastern Europe,30.0,50.0,Western Africa,-2.0,16.0,1995,1211
Northern Europe,15.0,60.0,Western Africa,-2.0,16.0,1995,3882
Southern Europe,15.0,41.0,Western Africa,-2.0,16.0,1995,3126
Western Europe,2.0,48.0,Western Africa,-2.0,16.0,1995,22244
Caribbean,-75.0,18.0,Western Africa,-2.0,16.0,1995,192
Central America,-86.0,15.0,Western Africa,-2.0,16.0,1995,5
South America,-60.0,-10.0,Western Africa,-2.0,16.0,1995,1184
NORTHERN AMERICA,-100.0,45.0,Western Africa,-2.0,16.0,1995,7046
OCEANIA,140.0,-25.0,Western Africa,-2.0,16.0,1995,17
Eastern Africa,39.0,-6.5,Central Asia,63.0,48.0,1995,31
Middle Africa,17.0,1.0,Central Asia,63.0,48.0,1995,0
Northern Africa,18.0,28.0,Central Asia,63.0,48.0,1995,160
Southern Africa,24.0,-29.0,Central Asia,63.0,48.0,1995,0
Western Africa,-2.0,16.0,Central Asia,63.0,48.0,1995,30
Central Asia,63.0,48.0,Central Asia,63.0,48.0,1995,432327
Eastern Asia,116.0,39.0,Central Asia,63.0,48.0,1995,68901
South-Eastern Asia,108.0,4.0,Central Asia,63.0,48.0,1995,309
Southern Asia,78.0,23.0,Central Asia,63.0,48.0,1995,20039
Western Asia,40.0,33.0,Central Asia,63.0,48.0,1995,152445
Eastern Europe,30.0,50.0,Central Asia,63.0,48.0,1995,4780364
Northern Europe,15.0,60.0,Central Asia,63.0,48.0,1995,14977
Southern Europe,15.0,41.0,Central Asia,63.0,48.0,1995,0
Western Europe,2.0,48.0,Central Asia,63.0,48.0,1995,26913
Caribbean,-75.0,18.0,Central Asia,63.0,48.0,1995,30
Central America,-86.0,15.0,Central Asia,63.0,48.0,1995,0
South America,-60.0,-10.0,Central Asia,63.0,48.0,1995,0
NORTHERN AMERICA,-100.0,45.0,Central Asia,63.0,48.0,1995,400
OCEANIA,140.0,-25.0,Central Asia,63.0,48.0,1995,135
Eastern Africa,39.0,-6.5,Eastern Asia,116.0,39.0,1995,0
Middle Africa,17.0,1.0,Eastern Asia,116.0,39.0,1995,0
Northern Africa,18.0,28.0,Eastern Asia,116.0,39.0,1995,645
Southern Africa,24.0,-29.0,Eastern Asia,116.0,39.0,1995,190
Western Africa,-2.0,16.0,Eastern Asia,116.0,39.0,1995,2606
Central Asia,63.0,48.0,Eastern Asia,116.0,39.0,1995,3014
Eastern Asia,116.0,39.0,Eastern Asia,116.0,39.0,1995,3073620
South-Eastern Asia,108.0,4.0,Eastern Asia,116.0,39.0,1995,697929
Southern Asia,78.0,23.0,Eastern Asia,116.0,39.0,1995,68373
Western Asia,40.0,33.0,Eastern Asia,116.0,39.0,1995,120
Eastern Europe,30.0,50.0,Eastern Asia,116.0,39.0,1995,7811
Northern Europe,15.0,60.0,Eastern Asia,116.0,39.0,1995,32705
Southern Europe,15.0,41.0,Eastern Asia,116.0,39.0,1995,7475
Western Europe,2.0,48.0,Eastern Asia,116.0,39.0,1995,16678
Caribbean,-75.0,18.0,Eastern Asia,116.0,39.0,1995,0
Central America,-86.0,15.0,Eastern Asia,116.0,39.0,1995,1255
South America,-60.0,-10.0,Eastern Asia,116.0,39.0,1995,233902
NORTHERN AMERICA,-100.0,45.0,Eastern Asia,116.0,39.0,1995,101038
OCEANIA,140.0,-25.0,Eastern Asia,116.0,39.0,1995,19111
Eastern Africa,39.0,-6.5,South-Eastern Asia,108.0,4.0,1995,135
Middle Africa,17.0,1.0,South-Eastern Asia,108.0,4.0,1995,944
Northern Africa,18.0,28.0,South-Eastern Asia,108.0,4.0,1995,10370
Southern Africa,24.0,-29.0,South-Eastern Asia,108.0,4.0,1995,250
Western Africa,-2.0,16.0,South-Eastern Asia,108.0,4.0,1995,86
Central Asia,63.0,48.0,South-Eastern Asia,108.0,4.0,1995,0
Eastern Asia,116.0,39.0,South-Eastern Asia,108.0,4.0,1995,648755
South-Eastern Asia,108.0,4.0,South-Eastern Asia,108.0,4.0,1995,2231222
Southern Asia,78.0,23.0,South-Eastern Asia,108.0,4.0,1995,285758
Western Asia,40.0,33.0,South-Eastern Asia,108.0,4.0,1995,10669
Eastern Europe,30.0,50.0,South-Eastern Asia,108.0,4.0,1995,89
Northern Europe,15.0,60.0,South-Eastern Asia,108.0,4.0,1995,31306
Southern Europe,15.0,41.0,South-Eastern Asia,108.0,4.0,1995,2233
Western Europe,2.0,48.0,South-Eastern Asia,108.0,4.0,1995,7632
Caribbean,-75.0,18.0,South-Eastern Asia,108.0,4.0,1995,114
Central America,-86.0,15.0,South-Eastern Asia,108.0,4.0,1995,81
South America,-60.0,-10.0,South-Eastern Asia,108.0,4.0,1995,925
NORTHERN AMERICA,-100.0,45.0,South-Eastern Asia,108.0,4.0,1995,40182
OCEANIA,140.0,-25.0,South-Eastern Asia,108.0,4.0,1995,17905
Eastern Africa,39.0,-6.5,Southern Asia,78.0,23.0,1995,9383
Middle Africa,17.0,1.0,Southern Asia,78.0,23.0,1995,0
Northern Africa,18.0,28.0,Southern Asia,78.0,23.0,1995,43
Southern Africa,24.0,-29.0,Southern Asia,78.0,23.0,1995,33
Western Africa,-2.0,16.0,Southern Asia,78.0,23.0,1995,1038
Central Asia,63.0,48.0,Southern Asia,78.0,23.0,1995,40859
Eastern Asia,116.0,39.0,Southern Asia,78.0,23.0,1995,266472
South-Eastern Asia,108.0,4.0,Southern Asia,78.0,23.0,1995,687220
Southern Asia,78.0,23.0,Southern Asia,78.0,23.0,1995,13705209
Western Asia,40.0,33.0,Southern Asia,78.0,23.0,1995,302825
Eastern Europe,30.0,50.0,Southern Asia,78.0,23.0,1995,2565
Northern Europe,15.0,60.0,Southern Asia,78.0,23.0,1995,28998
Southern Europe,15.0,41.0,Southern Asia,78.0,23.0,1995,1333
Western Europe,2.0,48.0,Southern Asia,78.0,23.0,1995,8443
Caribbean,-75.0,18.0,Southern Asia,78.0,23.0,1995,3
Central America,-86.0,15.0,Southern Asia,78.0,23.0,1995,0
South America,-60.0,-10.0,Southern Asia,78.0,23.0,1995,5387
NORTHERN AMERICA,-100.0,45.0,Southern Asia,78.0,23.0,1995,39095
OCEANIA,140.0,-25.0,Southern Asia,78.0,23.0,1995,3454
Eastern Africa,39.0,-6.5,Western Asia,40.0,33.0,1995,207948
Middle Africa,17.0,1.0,Western Asia,40.0,33.0,1995,11742
Northern Africa,18.0,28.0,Western Asia,40.0,33.0,1995,1692014
Southern Africa,24.0,-29.0,Western Asia,40.0,33.0,1995,11597
Western Africa,-2.0,16.0,Western Asia,40.0,33.0,1995,4008
Central Asia,63.0,48.0,Western Asia,40.0,33.0,1995,105962
Eastern Asia,116.0,39.0,Western Asia,40.0,33.0,1995,13492
South-Eastern Asia,108.0,4.0,Western Asia,40.0,33.0,1995,1476255
Southern Asia,78.0,23.0,Western Asia,40.0,33.0,1995,5107281
Western Asia,40.0,33.0,Western Asia,40.0,33.0,1995,4697608
Eastern Europe,30.0,50.0,Western Asia,40.0,33.0,1995,1368211
Northern Europe,15.0,60.0,Western Asia,40.0,33.0,1995,108556
Southern Europe,15.0,41.0,Western Asia,40.0,33.0,1995,199053
Western Europe,2.0,48.0,Western Asia,40.0,33.0,1995,350018
Caribbean,-75.0,18.0,Western Asia,40.0,33.0,1995,127
Central America,-86.0,15.0,Western Asia,40.0,33.0,1995,1883
South America,-60.0,-10.0,Western Asia,40.0,33.0,1995,48017
NORTHERN AMERICA,-100.0,45.0,Western Asia,40.0,33.0,1995,97044
OCEANIA,140.0,-25.0,Western Asia,40.0,33.0,1995,6803
Eastern Africa,39.0,-6.5,Eastern Europe,30.0,50.0,1995,3546
Middle Africa,17.0,1.0,Eastern Europe,30.0,50.0,1995,2280
Northern Africa,18.0,28.0,Eastern Europe,30.0,50.0,1995,11462
Southern Africa,24.0,-29.0,Eastern Europe,30.0,50.0,1995,1144
Western Africa,-2.0,16.0,Eastern Europe,30.0,50.0,1995,4619
Central Asia,63.0,48.0,Eastern Europe,30.0,50.0,1995,5175534
Eastern Asia,116.0,39.0,Eastern Europe,30.0,50.0,1995,118810
South-Eastern Asia,108.0,4.0,Eastern Europe,30.0,50.0,1995,56404
Southern Asia,78.0,23.0,Eastern Europe,30.0,50.0,1995,46512
Western Asia,40.0,33.0,Eastern Europe,30.0,50.0,1995,2388180
Eastern Europe,30.0,50.0,Eastern Europe,30.0,50.0,1995,12066901
Northern Europe,15.0,60.0,Eastern Europe,30.0,50.0,1995,467926
Southern Europe,15.0,41.0,Eastern Europe,30.0,50.0,1995,88204
Western Europe,2.0,48.0,Eastern Europe,30.0,50.0,1995,384231
Caribbean,-75.0,18.0,Eastern Europe,30.0,50.0,1995,3877
Central America,-86.0,15.0,Eastern Europe,30.0,50.0,1995,874
South America,-60.0,-10.0,Eastern Europe,30.0,50.0,1995,6992
NORTHERN AMERICA,-100.0,45.0,Eastern Europe,30.0,50.0,1995,27843
OCEANIA,140.0,-25.0,Eastern Europe,30.0,50.0,1995,4186
Eastern Africa,39.0,-6.5,Northern Europe,15.0,60.0,1995,378977
Middle Africa,17.0,1.0,Northern Europe,15.0,60.0,1995,15614
Northern Africa,18.0,28.0,Northern Europe,15.0,60.0,1995,81536
Southern Africa,24.0,-29.0,Northern Europe,15.0,60.0,1995,109854
Western Africa,-2.0,16.0,Northern Europe,15.0,60.0,1995,144275
Central Asia,63.0,48.0,Northern Europe,15.0,60.0,1995,31909
Eastern Asia,116.0,39.0,Northern Europe,15.0,60.0,1995,242612
South-Eastern Asia,108.0,4.0,Northern Europe,15.0,60.0,1995,231982
Southern Asia,78.0,23.0,Northern Europe,15.0,60.0,1995,1056004
Western Asia,40.0,33.0,Northern Europe,15.0,60.0,1995,378962
Eastern Europe,30.0,50.0,Northern Europe,15.0,60.0,1995,1259299
Northern Europe,15.0,60.0,Northern Europe,15.0,60.0,1995,1372966
Southern Europe,15.0,41.0,Northern Europe,15.0,60.0,1995,384633
Western Europe,2.0,48.0,Northern Europe,15.0,60.0,1995,524000
Caribbean,-75.0,18.0,Northern Europe,15.0,60.0,1995,214725
Central America,-86.0,15.0,Northern Europe,15.0,60.0,1995,12237
South America,-60.0,-10.0,Northern Europe,15.0,60.0,1995,122726
NORTHERN AMERICA,-100.0,45.0,Northern Europe,15.0,60.0,1995,319562
OCEANIA,140.0,-25.0,Northern Europe,15.0,60.0,1995,148016
Eastern Africa,39.0,-6.5,Southern Europe,15.0,41.0,1995,118789
Middle Africa,17.0,1.0,Southern Europe,15.0,41.0,1995,184386
Northern Africa,18.0,28.0,Southern Europe,15.0,41.0,1995,570623
Southern Africa,24.0,-29.0,Southern Europe,15.0,41.0,1995,14231
Western Africa,-2.0,16.0,Southern Europe,15.0,41.0,1995,189403
Central Asia,63.0,48.0,Southern Europe,15.0,41.0,1995,38503
Eastern Asia,116.0,39.0,Southern Europe,15.0,41.0,1995,80950
South-Eastern Asia,108.0,4.0,Southern Europe,15.0,41.0,1995,104488
Southern Asia,78.0,23.0,Southern Europe,15.0,41.0,1995,139436
Western Asia,40.0,33.0,Southern Europe,15.0,41.0,1995,227155
Eastern Europe,30.0,50.0,Southern Europe,15.0,41.0,1995,337770
Northern Europe,15.0,60.0,Southern Europe,15.0,41.0,1995,212990
Southern Europe,15.0,41.0,Southern Europe,15.0,41.0,1995,2260434
Western Europe,2.0,48.0,Southern Europe,15.0,41.0,1995,734905
Caribbean,-75.0,18.0,Southern Europe,15.0,41.0,1995,72539
Central America,-86.0,15.0,Southern Europe,15.0,41.0,1995,29076
South America,-60.0,-10.0,Southern Europe,15.0,41.0,1995,382856
NORTHERN AMERICA,-100.0,45.0,Southern Europe,15.0,41.0,1995,139303
OCEANIA,140.0,-25.0,Southern Europe,15.0,41.0,1995,37308
Eastern Africa,39.0,-6.5,Western Europe,2.0,48.0,1995,209322
Middle Africa,17.0,1.0,Western Europe,2.0,48.0,1995,249015
Northern Africa,18.0,28.0,Western Europe,2.0,48.0,1995,2486433
Southern Africa,24.0,-29.0,Western Europe,2.0,48.0,1995,25758
Western Africa,-2.0,16.0,Western Europe,2.0,48.0,1995,378564
Central Asia,63.0,48.0,Western Europe,2.0,48.0,1995,291804
Eastern Asia,116.0,39.0,Western Europe,2.0,48.0,1995,248635
South-Eastern Asia,108.0,4.0,Western Europe,2.0,48.0,1995,665716
Southern Asia,78.0,23.0,Western Europe,2.0,48.0,1995,511552
Western Asia,40.0,33.0,Western Europe,2.0,48.0,1995,2632282
Eastern Europe,30.0,50.0,Western Europe,2.0,48.0,1995,2300914
Northern Europe,15.0,60.0,Western Europe,2.0,48.0,1995,494636
Southern Europe,15.0,41.0,Western Europe,2.0,48.0,1995,5171636
Western Europe,2.0,48.0,Western Europe,2.0,48.0,1995,1927398
Caribbean,-75.0,18.0,Western Europe,2.0,48.0,1995,65350
Central America,-86.0,15.0,Western Europe,2.0,48.0,1995,36622
South America,-60.0,-10.0,Western Europe,2.0,48.0,1995,392938
NORTHERN AMERICA,-100.0,45.0,Western Europe,2.0,48.0,1995,256300
OCEANIA,140.0,-25.0,Western Europe,2.0,48.0,1995,33459
Eastern Africa,39.0,-6.5,Caribbean,-75.0,18.0,1995,698
Middle Africa,17.0,1.0,Caribbean,-75.0,18.0,1995,180
Northern Africa,18.0,28.0,Caribbean,-75.0,18.0,1995,359
Southern Africa,24.0,-29.0,Caribbean,-75.0,18.0,1995,378
Western Africa,-2.0,16.0,Caribbean,-75.0,18.0,1995,625
Central Asia,63.0,48.0,Caribbean,-75.0,18.0,1995,4
Eastern Asia,116.0,39.0,Caribbean,-75.0,18.0,1995,9398
South-Eastern Asia,108.0,4.0,Caribbean,-75.0,18.0,1995,1646
Southern Asia,78.0,23.0,Caribbean,-75.0,18.0,1995,3582
Western Asia,40.0,33.0,Caribbean,-75.0,18.0,1995,2653
Eastern Europe,30.0,50.0,Caribbean,-75.0,18.0,1995,6931
Northern Europe,15.0,60.0,Caribbean,-75.0,18.0,1995,19637
Southern Europe,15.0,41.0,Caribbean,-75.0,18.0,1995,33199
Western Europe,2.0,48.0,Caribbean,-75.0,18.0,1995,98826
Caribbean,-75.0,18.0,Caribbean,-75.0,18.0,1995,489402
Central America,-86.0,15.0,Caribbean,-75.0,18.0,1995,17457
South America,-60.0,-10.0,Caribbean,-75.0,18.0,1995,76204
NORTHERN AMERICA,-100.0,45.0,Caribbean,-75.0,18.0,1995,289565
OCEANIA,140.0,-25.0,Caribbean,-75.0,18.0,1995,306
Eastern Africa,39.0,-6.5,Central America,-86.0,15.0,1995,109
Middle Africa,17.0,1.0,Central America,-86.0,15.0,1995,98
Northern Africa,18.0,28.0,Central America,-86.0,15.0,1995,655
Southern Africa,24.0,-29.0,Central America,-86.0,15.0,1995,151
Western Africa,-2.0,16.0,Central America,-86.0,15.0,1995,268
Central Asia,63.0,48.0,Central America,-86.0,15.0,1995,5
Eastern Asia,116.0,39.0,Central America,-86.0,15.0,1995,23488
South-Eastern Asia,108.0,4.0,Central America,-86.0,15.0,1995,1238
Southern Asia,78.0,23.0,Central America,-86.0,15.0,1995,2893
Western Asia,40.0,33.0,Central America,-86.0,15.0,1995,5998
Eastern Europe,30.0,50.0,Central America,-86.0,15.0,1995,6581
Northern Europe,15.0,60.0,Central America,-86.0,15.0,1995,6237
Southern Europe,15.0,41.0,Central America,-86.0,15.0,1995,37030
Western Europe,2.0,48.0,Central America,-86.0,15.0,1995,20011
Caribbean,-75.0,18.0,Central America,-86.0,15.0,1995,23127
Central America,-86.0,15.0,Central America,-86.0,15.0,1995,622093
South America,-60.0,-10.0,Central America,-86.0,15.0,1995,70521
NORTHERN AMERICA,-100.0,45.0,Central America,-86.0,15.0,1995,312538
OCEANIA,140.0,-25.0,Central America,-86.0,15.0,1995,568
Eastern Africa,39.0,-6.5,South America,-60.0,-10.0,1995,1808
Middle Africa,17.0,1.0,South America,-60.0,-10.0,1995,5947
Northern Africa,18.0,28.0,South America,-60.0,-10.0,1995,7333
Southern Africa,24.0,-29.0,South America,-60.0,-10.0,1995,470
Western Africa,-2.0,16.0,South America,-60.0,-10.0,1995,399
Central Asia,63.0,48.0,South America,-60.0,-10.0,1995,7
Eastern Asia,116.0,39.0,South America,-60.0,-10.0,1995,143244
South-Eastern Asia,108.0,4.0,South America,-60.0,-10.0,1995,2612
Southern Asia,78.0,23.0,South America,-60.0,-10.0,1995,2430
Western Asia,40.0,33.0,South America,-60.0,-10.0,1995,59694
Eastern Europe,30.0,50.0,South America,-60.0,-10.0,1995,84447
Northern Europe,15.0,60.0,South America,-60.0,-10.0,1995,19910
Southern Europe,15.0,41.0,South America,-60.0,-10.0,1995,1136638
Western Europe,2.0,48.0,South America,-60.0,-10.0,1995,131251
Caribbean,-75.0,18.0,South America,-60.0,-10.0,1995,67312
Central America,-86.0,15.0,South America,-60.0,-10.0,1995,41379
South America,-60.0,-10.0,South America,-60.0,-10.0,1995,2262888
NORTHERN AMERICA,-100.0,45.0,South America,-60.0,-10.0,1995,86855
OCEANIA,140.0,-25.0,South America,-60.0,-10.0,1995,2038
Eastern Africa,39.0,-6.5,NORTHERN AMERICA,-100.0,45.0,1995,258254
Middle Africa,17.0,1.0,NORTHERN AMERICA,-100.0,45.0,1995,24830
Northern Africa,18.0,28.0,NORTHERN AMERICA,-100.0,45.0,1995,220360
Southern Africa,24.0,-29.0,NORTHERN AMERICA,-100.0,45.0,1995,80412
Western Africa,-2.0,16.0,NORTHERN AMERICA,-100.0,45.0,1995,242966
Central Asia,63.0,48.0,NORTHERN AMERICA,-100.0,45.0,1995,37523
Eastern Asia,116.0,39.0,NORTHERN AMERICA,-100.0,45.0,1995,2891093
South-Eastern Asia,108.0,4.0,NORTHERN AMERICA,-100.0,45.0,1995,2922999
Southern Asia,78.0,23.0,NORTHERN AMERICA,-100.0,45.0,1995,1708506
Western Asia,40.0,33.0,NORTHERN AMERICA,-100.0,45.0,1995,729993
Eastern Europe,30.0,50.0,NORTHERN AMERICA,-100.0,45.0,1995,1727884
Northern Europe,15.0,60.0,NORTHERN AMERICA,-100.0,45.0,1995,1799054
Southern Europe,15.0,41.0,NORTHERN AMERICA,-100.0,45.0,1995,1806197
Western Europe,2.0,48.0,NORTHERN AMERICA,-100.0,45.0,1995,1526734
Caribbean,-75.0,18.0,NORTHERN AMERICA,-100.0,45.0,1995,4091533
Central America,-86.0,15.0,NORTHERN AMERICA,-100.0,45.0,1995,8511812
South America,-60.0,-10.0,NORTHERN AMERICA,-100.0,45.0,1995,1666111
NORTHERN AMERICA,-100.0,45.0,NORTHERN AMERICA,-100.0,45.0,1995,1054522
OCEANIA,140.0,-25.0,NORTHERN AMERICA,-100.0,45.0,1995,175797
Eastern Africa,39.0,-6.5,OCEANIA,140.0,-25.0,1995,54727
Middle Africa,17.0,1.0,OCEANIA,140.0,-25.0,1995,871
Northern Africa,18.0,28.0,OCEANIA,140.0,-25.0,1995,49537
Southern Africa,24.0,-29.0,OCEANIA,140.0,-25.0,1995,73182
Western Africa,-2.0,16.0,OCEANIA,140.0,-25.0,1995,3701
Central Asia,63.0,48.0,OCEANIA,140.0,-25.0,1995,868
Eastern Asia,116.0,39.0,OCEANIA,140.0,-25.0,1995,304220
South-Eastern Asia,108.0,4.0,OCEANIA,140.0,-25.0,1995,583329
Southern Asia,78.0,23.0,OCEANIA,140.0,-25.0,1995,197761
Western Asia,40.0,33.0,OCEANIA,140.0,-25.0,1995,180801
Eastern Europe,30.0,50.0,OCEANIA,140.0,-25.0,1995,175056
Northern Europe,15.0,60.0,OCEANIA,140.0,-25.0,1995,1431322
Southern Europe,15.0,41.0,OCEANIA,140.0,-25.0,1995,688202
Western Europe,2.0,48.0,OCEANIA,140.0,-25.0,1995,357633
Caribbean,-75.0,18.0,OCEANIA,140.0,-25.0,1995,4854
Central America,-86.0,15.0,OCEANIA,140.0,-25.0,1995,12746
South America,-60.0,-10.0,OCEANIA,140.0,-25.0,1995,70312
NORTHERN AMERICA,-100.0,45.0,OCEANIA,140.0,-25.0,1995,134812
OCEANIA,140.0,-25.0,OCEANIA,140.0,-25.0,1995,615135
Eastern Africa,39.0,-6.5,Eastern Africa,39.0,-6.5,2000,3122941
Middle Africa,17.0,1.0,Eastern Africa,39.0,-6.5,2000,756743
Northern Africa,18.0,28.0,Eastern Africa,39.0,-6.5,2000,416596
Southern Africa,24.0,-29.0,Eastern Africa,39.0,-6.5,2000,50491
Western Africa,-2.0,16.0,Eastern Africa,39.0,-6.5,2000,7915
Central Asia,63.0,48.0,Eastern Africa,39.0,-6.5,2000,0
Eastern Asia,116.0,39.0,Eastern Africa,39.0,-6.5,2000,10875
South-Eastern Asia,108.0,4.0,Eastern Africa,39.0,-6.5,2000,1142
Southern Asia,78.0,23.0,Eastern Africa,39.0,-6.5,2000,27246
Western Asia,40.0,33.0,Eastern Africa,39.0,-6.5,2000,365
Eastern Europe,30.0,50.0,Eastern Africa,39.0,-6.5,2000,337
Northern Europe,15.0,60.0,Eastern Africa,39.0,-6.5,2000,29243
Southern Europe,15.0,41.0,Eastern Africa,39.0,-6.5,2000,3769
Western Europe,2.0,48.0,Eastern Africa,39.0,-6.5,2000,82487
Caribbean,-75.0,18.0,Eastern Africa,39.0,-6.5,2000,50
Central America,-86.0,15.0,Eastern Africa,39.0,-6.5,2000,0
South America,-60.0,-10.0,Eastern Africa,39.0,-6.5,2000,0
NORTHERN AMERICA,-100.0,45.0,Eastern Africa,39.0,-6.5,2000,3144
OCEANIA,140.0,-25.0,Eastern Africa,39.0,-6.5,2000,134
Eastern Africa,39.0,-6.5,Middle Africa,17.0,1.0,2000,278904
Middle Africa,17.0,1.0,Middle Africa,17.0,1.0,2000,865771
Northern Africa,18.0,28.0,Middle Africa,17.0,1.0,2000,76729
Southern Africa,24.0,-29.0,Middle Africa,17.0,1.0,2000,3770
Western Africa,-2.0,16.0,Middle Africa,17.0,1.0,2000,259537
Central Asia,63.0,48.0,Middle Africa,17.0,1.0,2000,0
Eastern Asia,116.0,39.0,Middle Africa,17.0,1.0,2000,837
South-Eastern Asia,108.0,4.0,Middle Africa,17.0,1.0,2000,0
Southern Asia,78.0,23.0,Middle Africa,17.0,1.0,2000,0
Western Asia,40.0,33.0,Middle Africa,17.0,1.0,2000,1916
Eastern Europe,30.0,50.0,Middle Africa,17.0,1.0,2000,1487
Northern Europe,15.0,60.0,Middle Africa,17.0,1.0,2000,37
Southern Europe,15.0,41.0,Middle Africa,17.0,1.0,2000,8649
Western Europe,2.0,48.0,Middle Africa,17.0,1.0,2000,41944
