origen,lon_origen,lat_origen,destino,lon_destino,lat_destino,year,num_migrantes
Western Europe,2.0,48.0,Southern Africa,24.0,-29.0,2010,63110
Caribbean,-75.0,18.0,Southern Africa,24.0,-29.0,2010,2667
Central America,-86.0,15.0,Southern Africa,24.0,-29.0,2010,435
South America,-60.0,-10.0,Southern Africa,24.0,-29.0,2010,6663
NORTHERN AMERICA,-100.0,45.0,Southern Africa,24.0,-29.0,2010,14926
OCEANIA,140.0,-25.0,Southern Africa,24.0,-29.0,2010,9878
Eastern Africa,39.0,-6.5,Western Africa,-2.0,16.0,2010,2998
Middle Africa,17.0,1.0,Western Africa,-2.0,16.0,2010,82864
Northern Africa,18.0,28.0,Western Africa,-2.0,16.0,2010,45945
Southern Africa,24.0,-29.0,Western Africa,-2.0,16.0,2010,590
Western Africa,-2.0,16.0,Western Africa,-2.0,16.0,2010,5646082
Central Asia,63.0,48.0,Western Africa,-2.0,16.0,2010,1488
Eastern Asia,116.0,39.0,Western Africa,-2.0,16.0,2010,6449
South-Eastern Asia,108.0,4.0,Western Africa,-2.0,16.0,2010,1059
Southern Asia,78.0,23.0,Western Africa,-2.0,16.0,2010,2523
Western Asia,40.0,33.0,Western Africa,-2.0,16.0,2010,10352
Eastern Europe,30.0,50.0,Western Africa,-2.0,16.0,2010,1375
Northern Europe,15.0,60.0,Western Africa,-2.0,16.0,2010,2027
Southern Europe,15.0,41.0,Western Africa,-2.0,16.0,2010,6639
Western Europe,2.0,48.0,Western Africa,-2.0,16.0,2010,22566
Caribbean,-75.0,18.0,Western Africa,-2.0,16.0,2010,4403
Central America,-86.0,15.0,Western Africa,-2.0,16.0,2010,3
South America,-60.0,-10.0,Western Africa,-2.0,16.0,2010,2805
NORTHERN AMERICA,-100.0,45.0,Western Africa,-2.0,16.0,2010,5016
OCEANIA,140.0,-25.0,Western Africa,-2.0,16.0,2010,627
Eastern Africa,39.0,-6.5,Central Asia,63.0,48.0,2010,24
Middle Africa,17.0,1.0,Central Asia,63.0,48.0,2010,0
Northern Africa,18.0,28.0,Central Asia,63.0,48.0,2010,132
Southern Africa,24.0,-29.0,Central Asia,63.0,48.0,2010,0
Western Africa,-2.0,16.0,Central Asia,63.0,48.0,2010,23
Central Asia,63.0,48.0,Central Asia,63.0,48.0,2010,459911
Eastern Asia,116.0,39.0,Central Asia,63.0,48.0,2010,92752
South-Eastern Asia,108.0,4.0,Central Asia,63.0,48.0,2010,146
Southern Asia,78.0,23.0,Central Asia,63.0,48.0,2010,16622
Western Asia,40.0,33.0,Central Asia,63.0,48.0,2010,158441
Eastern Europe,30.0,50.0,Central Asia,63.0,48.0,2010,4179257
Northern Europe,15.0,60.0,Central Asia,63.0,48.0,2010,11484
Southern Europe,15.0,41.0,Central Asia,63.0,48.0,2010,0
Western Europe,2.0,48.0,Central Asia,63.0,48.0,2010,12366
Caribbean,-75.0,18.0,Central Asia,63.0,48.0,2010,23
Central America,-86.0,15.0,Central Asia,63.0,48.0,2010,0
South America,-60.0,-10.0,Central Asia,63.0,48.0,2010,0
NORTHERN AMERICA,-100.0,45.0,Central Asia,63.0,48.0,2010,329
OCEANIA,140.0,-25.0,Central Asia,63.0,48.0,2010,111
Eastern Africa,39.0,-6.5,Eastern Asia,116.0,39.0,2010,0
Middle Africa,17.0,1.0,Eastern Asia,116.0,39.0,2010,0
Northern Africa,18.0,28.0,Eastern Asia,116.0,39.0,2010,1593
Southern Africa,24.0,-29.0,Eastern Asia,116.0,39.0,2010,1549
Western Africa,-2.0,16.0,Eastern Asia,116.0,39.0,2010,5806
Central Asia,63.0,48.0,Eastern Asia,116.0,39.0,2010,32244
Eastern Asia,116.0,39.0,Eastern Asia,116.0,39.0,2010,4724730
South-Eastern Asia,108.0,4.0,Eastern Asia,116.0,39.0,2010,1234386
Southern Asia,78.0,23.0,Eastern Asia,116.0,39.0,2010,151919
Western Asia,40.0,33.0,Eastern Asia,116.0,39.0,2010,180
Eastern Europe,30.0,50.0,Eastern Asia,116.0,39.0,2010,16801
Northern Europe,15.0,60.0,Eastern Asia,116.0,39.0,2010,47626
Southern Europe,15.0,41.0,Eastern Asia,116.0,39.0,2010,8042
Western Europe,2.0,48.0,Eastern Asia,116.0,39.0,2010,27831
Caribbean,-75.0,18.0,Eastern Asia,116.0,39.0,2010,0
Central America,-86.0,15.0,Eastern Asia,116.0,39.0,2010,1956
South America,-60.0,-10.0,Eastern Asia,116.0,39.0,2010,342092
NORTHERN AMERICA,-100.0,45.0,Eastern Asia,116.0,39.0,2010,161141
OCEANIA,140.0,-25.0,Eastern Asia,116.0,39.0,2010,33300
Eastern Africa,39.0,-6.5,South-Eastern Asia,108.0,4.0,2010,1208
Middle Africa,17.0,1.0,South-Eastern Asia,108.0,4.0,2010,642
Northern Africa,18.0,28.0,South-Eastern Asia,108.0,4.0,2010,3326
Southern Africa,24.0,-29.0,South-Eastern Asia,108.0,4.0,2010,800
Western Africa,-2.0,16.0,South-Eastern Asia,108.0,4.0,2010,369
Central Asia,63.0,48.0,South-Eastern Asia,108.0,4.0,2010,0
Eastern Asia,116.0,39.0,South-Eastern Asia,108.0,4.0,2010,774279
South-Eastern Asia,108.0,4.0,South-Eastern Asia,108.0,4.0,2010,5954082
Southern Asia,78.0,23.0,South-Eastern Asia,108.0,4.0,2010,1211135
Western Asia,40.0,33.0,South-Eastern Asia,108.0,4.0,2010,19672
Eastern Europe,30.0,50.0,South-Eastern Asia,108.0,4.0,2010,480
Northern Europe,15.0,60.0,South-Eastern Asia,108.0,4.0,2010,50453
Southern Europe,15.0,41.0,South-Eastern Asia,108.0,4.0,2010,4721
Western Europe,2.0,48.0,South-Eastern Asia,108.0,4.0,2010,19401
Caribbean,-75.0,18.0,South-Eastern Asia,108.0,4.0,2010,223
Central America,-86.0,15.0,South-Eastern Asia,108.0,4.0,2010,215
South America,-60.0,-10.0,South-Eastern Asia,108.0,4.0,2010,1437
NORTHERN AMERICA,-100.0,45.0,South-Eastern Asia,108.0,4.0,2010,80260
OCEANIA,140.0,-25.0,South-Eastern Asia,108.0,4.0,2010,38642
Eastern Africa,39.0,-6.5,Southern Asia,78.0,23.0,2010,62955
Middle Africa,17.0,1.0,Southern Asia,78.0,23.0,2010,0
Northern Africa,18.0,28.0,Southern Asia,78.0,23.0,2010,200
Southern Africa,24.0,-29.0,Southern Asia,78.0,23.0,2010,257
Western Africa,-2.0,16.0,Southern Asia,78.0,23.0,2010,1037
Central Asia,63.0,48.0,Southern Asia,78.0,23.0,2010,28686
Eastern Asia,116.0,39.0,Southern Asia,78.0,23.0,2010,301516
South-Eastern Asia,108.0,4.0,Southern Asia,78.0,23.0,2010,856870
Southern Asia,78.0,23.0,Southern Asia,78.0,23.0,2010,12185080
Western Asia,40.0,33.0,Southern Asia,78.0,23.0,2010,220986
Eastern Europe,30.0,50.0,Southern Asia,78.0,23.0,2010,1580
Northern Europe,15.0,60.0,Southern Asia,78.0,23.0,2010,59442
Southern Europe,15.0,41.0,Southern Asia,78.0,23.0,2010,5998
Western Europe,2.0,48.0,Southern Asia,78.0,23.0,2010,6379
Caribbean,-75.0,18.0,Southern Asia,78.0,23.0,2010,38
Central America,-86.0,15.0,Southern Asia,78.0,23.0,2010,0
South America,-60.0,-10.0,Southern Asia,78.0,23.0,2010,14083
NORTHERN AMERICA,-100.0,45.0,Southern Asia,78.0,23.0,2010,87178
OCEANIA,140.0,-25.0,Southern Asia,78.0,23.0,2010,6000
Eastern Africa,39.0,-6.5,Western Asia,40.0,33.0,2010,460797
Middle Africa,17.0,1.0,Western Asia,40.0,33.0,2010,7577
Northern Africa,18.0,28.0,Western Asia,40.0,33.0,2010,2841763
Southern Africa,24.0,-29.0,Western Asia,40.0,33.0,2010,17065
Western Africa,-2.0,16.0,Western Asia,40.0,33.0,2010,19596
Central Asia,63.0,48.0,Western Asia,40.0,33.0,2010,89669
Eastern Asia,116.0,39.0,Western Asia,40.0,33.0,2010,27812
South-Eastern Asia,108.0,4.0,Western Asia,40.0,33.0,2010,2894751
Southern Asia,78.0,23.0,Western Asia,40.0,33.0,2010,12515447
Western Asia,40.0,33.0,Western Asia,40.0,33.0,2010,7874073
Eastern Europe,30.0,50.0,Western Asia,40.0,33.0,2010,1123659
Northern Europe,15.0,60.0,Western Asia,40.0,33.0,2010,153325
Southern Europe,15.0,41.0,Western Asia,40.0,33.0,2010,253944
Western Europe,2.0,48.0,Western Asia,40.0,33.0,2010,462037
Caribbean,-75.0,18.0,Western Asia,40.0,33.0,2010,262
Central America,-86.0,15.0,Western Asia,40.0,33.0,2010,2839
South America,-60.0,-10.0,Western Asia,40.0,33.0,2010,63193
NORTHERN AMERICA,-100.0,45.0,Western Asia,40.0,33.0,2010,139198
OCEANIA,140.0,-25.0,Western Asia,40.0,33.0,2010,10191
Eastern Africa,39.0,-6.5,Eastern Europe,30.0,50.0,2010,4108
Middle Africa,17.0,1.0,Eastern Europe,30.0,50.0,2010,2940
Northern Africa,18.0,28.0,Eastern Europe,30.0,50.0,2010,13497
Southern Africa,24.0,-29.0,Eastern Europe,30.0,50.0,2010,1750
Western Africa,-2.0,16.0,Eastern Europe,30.0,50.0,2010,5679
Central Asia,63.0,48.0,Eastern Europe,30.0,50.0,2010,5501346
Eastern Asia,116.0,39.0,Eastern Europe,30.0,50.0,2010,132337
South-Eastern Asia,108.0,4.0,Eastern Europe,30.0,50.0,2010,94116
Southern Asia,78.0,23.0,Eastern Europe,30.0,50.0,2010,37937
Western Asia,40.0,33.0,Eastern Europe,30.0,50.0,2010,2023156
Eastern Europe,30.0,50.0,Eastern Europe,30.0,50.0,2010,9921835
Northern Europe,15.0,60.0,Eastern Europe,30.0,50.0,2010,437694
Southern Europe,15.0,41.0,Eastern Europe,30.0,50.0,2010,130707
Western Europe,2.0,48.0,Eastern Europe,30.0,50.0,2010,357785
Caribbean,-75.0,18.0,Eastern Europe,30.0,50.0,2010,4195
Central America,-86.0,15.0,Eastern Europe,30.0,50.0,2010,1665
South America,-60.0,-10.0,Eastern Europe,30.0,50.0,2010,6819
NORTHERN AMERICA,-100.0,45.0,Eastern Europe,30.0,50.0,2010,44749
OCEANIA,140.0,-25.0,Eastern Europe,30.0,50.0,2010,4482
Eastern Africa,39.0,-6.5,Northern Europe,15.0,60.0,2010,719518
Middle Africa,17.0,1.0,Northern Europe,15.0,60.0,2010,52298
Northern Africa,18.0,28.0,Northern Europe,15.0,60.0,2010,137138
Southern Africa,24.0,-29.0,Northern Europe,15.0,60.0,2010,242491
Western Africa,-2.0,16.0,Northern Europe,15.0,60.0,2010,352698
Central Asia,63.0,48.0,Northern Europe,15.0,60.0,2010,38119
Eastern Asia,116.0,39.0,Northern Europe,15.0,60.0,2010,401358
South-Eastern Asia,108.0,4.0,Northern Europe,15.0,60.0,2010,468923
Southern Asia,78.0,23.0,Northern Europe,15.0,60.0,2010,1858184
Western Asia,40.0,33.0,Northern Europe,15.0,60.0,2010,666021
Eastern Europe,30.0,50.0,Northern Europe,15.0,60.0,2010,1932685
Northern Europe,15.0,60.0,Northern Europe,15.0,60.0,2010,1719876
Southern Europe,15.0,41.0,Northern Europe,15.0,60.0,2010,634517
Western Europe,2.0,48.0,Northern Europe,15.0,60.0,2010,770507
Caribbean,-75.0,18.0,Northern Europe,15.0,60.0,2010,253482
Central America,-86.0,15.0,Northern Europe,15.0,60.0,2010,23757
South America,-60.0,-10.0,Northern Europe,15.0,60.0,2010,216620
NORTHERN AMERICA,-100.0,45.0,Northern Europe,15.0,60.0,2010,378830
OCEANIA,140.0,-25.0,Northern Europe,15.0,60.0,2010,209954
Eastern Africa,39.0,-6.5,Southern Europe,15.0,41.0,2010,163805
Middle Africa,17.0,1.0,Southern Europe,15.0,41.0,2010,219305
Northern Africa,18.0,28.0,Southern Europe,15.0,41.0,2010,1577294
Southern Africa,24.0,-29.0,Southern Europe,15.0,41.0,2010,26599
Western Africa,-2.0,16.0,Southern Europe,15.0,41.0,2010,523635
Central Asia,63.0,48.0,Southern Europe,15.0,41.0,2010,49692
Eastern Asia,116.0,39.0,Southern Europe,15.0,41.0,2010,393380
South-Eastern Asia,108.0,4.0,Southern Europe,15.0,41.0,2010,218073
Southern Asia,78.0,23.0,Southern Europe,15.0,41.0,2010,588549
Western Asia,40.0,33.0,Southern Europe,15.0,41.0,2010,313581
Eastern Europe,30.0,50.0,Southern Europe,15.0,41.0,2010,3216418
Northern Europe,15.0,60.0,Southern Europe,15.0,41.0,2010,578333
Southern Europe,15.0,41.0,Southern Europe,15.0,41.0,2010,3226996
Western Europe,2.0,48.0,Southern Europe,15.0,41.0,2010,1608121
Caribbean,-75.0,18.0,Southern Europe,15.0,41.0,2010,320388
Central America,-86.0,15.0,Southern Europe,15.0,41.0,2010,136596
South America,-60.0,-10.0,Southern Europe,15.0,41.0,2010,2751762
NORTHERN AMERICA,-100.0,45.0,Southern Europe,15.0,41.0,2010,185813
OCEANIA,140.0,-25.0,Southern Europe,15.0,41.0,2010,58289
Eastern Africa,39.0,-6.5,Western Europe,2.0,48.0,2010,381206
Middle Africa,17.0,1.0,Western Europe,2.0,48.0,2010,431414
Northern Africa,18.0,28.0,Western Europe,2.0,48.0,2010,3250192
Southern Africa,24.0,-29.0,Western Europe,2.0,48.0,2010,46897
Western Africa,-2.0,16.0,Western Europe,2.0,48.0,2010,595816
Central Asia,63.0,48.0,Western Europe,2.0,48.0,2010,954385
Eastern Asia,116.0,39.0,Western Europe,2.0,48.0,2010,419022
South-Eastern Asia,108.0,4.0,Western Europe,2.0,48.0,2010,774272
Southern Asia,78.0,23.0,Western Europe,2.0,48.0,2010,723635
Western Asia,40.0,33.0,Western Europe,2.0,48.0,2010,2631319
Eastern Europe,30.0,50.0,Western Europe,2.0,48.0,2010,4735281
Northern Europe,15.0,60.0,Western Europe,2.0,48.0,2010,643747
Southern Europe,15.0,41.0,Western Europe,2.0,48.0,2010,4226213
Western Europe,2.0,48.0,Western Europe,2.0,48.0,2010,2542909
Caribbean,-75.0,18.0,Western Europe,2.0,48.0,2010,153838
Central America,-86.0,15.0,Western Europe,2.0,48.0,2010,61164
South America,-60.0,-10.0,Western Europe,2.0,48.0,2010,651015
NORTHERN AMERICA,-100.0,45.0,Western Europe,2.0,48.0,2010,312293
OCEANIA,140.0,-25.0,Western Europe,2.0,48.0,2010,50417
Eastern Africa,39.0,-6.5,Caribbean,-75.0,18.0,2010,996
Middle Africa,17.0,1.0,Caribbean,-75.0,18.0,2010,219
Northern Africa,18.0,28.0,Caribbean,-75.0,18.0,2010,378
Southern Africa,24.0,-29.0,Caribbean,-75.0,18.0,2010,215
Western Africa,-2.0,16.0,Caribbean,-75.0,18.0,2010,1039
Central Asia,63.0,48.0,Caribbean,-75.0,18.0,2010,11
Eastern Asia,116.0,39.0,Caribbean,-75.0,18.0,2010,7887
South-Eastern Asia,108.0,4.0,Caribbean,-75.0,18.0,2010,4820
Southern Asia,78.0,23.0,Caribbean,-75.0,18.0,2010,6272
Western Asia,40.0,33.0,Caribbean,-75.0,18.0,2010,2279
Eastern Europe,30.0,50.0,Caribbean,-75.0,18.0,2010,2560
Northern Europe,15.0,60.0,Caribbean,-75.0,18.0,2010,19949
Southern Europe,15.0,41.0,Caribbean,-75.0,18.0,2010,20155
Western Europe,2.0,48.0,Caribbean,-75.0,18.0,2010,125202
Caribbean,-75.0,18.0,Caribbean,-75.0,18.0,2010,663895
Central America,-86.0,15.0,Caribbean,-75.0,18.0,2010,15516
South America,-60.0,-10.0,Caribbean,-75.0,18.0,2010,91798
NORTHERN AMERICA,-100.0,45.0,Caribbean,-75.0,18.0,2010,273350
OCEANIA,140.0,-25.0,Caribbean,-75.0,18.0,2010,468
Eastern Africa,39.0,-6.5,Central America,-86.0,15.0,2010,219
Middle Africa,17.0,1.0,Central America,-86.0,15.0,2010,250
Northern Africa,18.0,28.0,Central America,-86.0,15.0,2010,876
Southern Africa,24.0,-29.0,Central America,-86.0,15.0,2010,294
Western Africa,-2.0,16.0,Central America,-86.0,15.0,2010,481
Central Asia,63.0,48.0,Central America,-86.0,15.0,2010,8
Eastern Asia,116.0,39.0,Central America,-86.0,15.0,2010,40549
South-Eastern Asia,108.0,4.0,Central America,-86.0,15.0,2010,3078
Southern Asia,78.0,23.0,Central America,-86.0,15.0,2010,6190
Western Asia,40.0,33.0,Central America,-86.0,15.0,2010,6038
Eastern Europe,30.0,50.0,Central America,-86.0,15.0,2010,7652
Northern Europe,15.0,60.0,Central America,-86.0,15.0,2010,8945
Southern Europe,15.0,41.0,Central America,-86.0,15.0,2010,39302
Western Europe,2.0,48.0,Central America,-86.0,15.0,2010,29549
Caribbean,-75.0,18.0,Central America,-86.0,15.0,2010,38125
Central America,-86.0,15.0,Central America,-86.0,15.0,2010,572815
South America,-60.0,-10.0,Central America,-86.0,15.0,2010,169444
NORTHERN AMERICA,-100.0,45.0,Central America,-86.0,15.0,2010,806149
OCEANIA,140.0,-25.0,Central America,-86.0,15.0,2010,1001
Eastern Africa,39.0,-6.5,South America,-60.0,-10.0,2010,2413
Middle Africa,17.0,1.0,South America,-60.0,-10.0,2010,7259
Northern Africa,18.0,28.0,South America,-60.0,-10.0,2010,6395
Southern Africa,24.0,-29.0,South America,-60.0,-10.0,2010,2043
Western Africa,-2.0,16.0,South America,-60.0,-10.0,2010,4770
Central Asia,63.0,48.0,South America,-60.0,-10.0,2010,111
Eastern Asia,116.0,39.0,South America,-60.0,-10.0,2010,150802
South-Eastern Asia,108.0,4.0,South America,-60.0,-10.0,2010,4430
Southern Asia,78.0,23.0,South America,-60.0,-10.0,2010,3576
Western Asia,40.0,33.0,South America,-60.0,-10.0,2010,49818
Eastern Europe,30.0,50.0,South America,-60.0,-10.0,2010,38425
Northern Europe,15.0,60.0,South America,-60.0,-10.0,2010,23012
Southern Europe,15.0,41.0,South America,-60.0,-10.0,2010,697910
Western Europe,2.0,48.0,South America,-60.0,-10.0,2010,135235
Caribbean,-75.0,18.0,South America,-60.0,-10.0,2010,79135
Central America,-86.0,15.0,South America,-60.0,-10.0,2010,46712
South America,-60.0,-10.0,South America,-60.0,-10.0,2010,3666744
NORTHERN AMERICA,-100.0,45.0,South America,-60.0,-10.0,2010,118809
OCEANIA,140.0,-25.0,South America,-60.0,-10.0,2010,2780
Eastern Africa,39.0,-6.5,NORTHERN AMERICA,-100.0,45.0,2010,673305
Middle Africa,17.0,1.0,NORTHERN AMERICA,-100.0,45.0,2010,93079
Northern Africa,18.0,28.0,NORTHERN AMERICA,-100.0,45.0,2010,456587
Southern Africa,24.0,-29.0,NORTHERN AMERICA,-100.0,45.0,2010,125578
Western Africa,-2.0,16.0,NORTHERN AMERICA,-100.0,45.0,2010,635842
Central Asia,63.0,48.0,NORTHERN AMERICA,-100.0,45.0,2010,71156
Eastern Asia,116.0,39.0,NORTHERN AMERICA,-100.0,45.0,2010,4621216
South-Eastern Asia,108.0,4.0,NORTHERN AMERICA,-100.0,45.0,2010,4651687
Southern Asia,78.0,23.0,NORTHERN AMERICA,-100.0,45.0,2010,3749923
Western Asia,40.0,33.0,NORTHERN AMERICA,-100.0,45.0,2010,1156955
Eastern Europe,30.0,50.0,NORTHERN AMERICA,-100.0,45.0,2010,2183065
Northern Europe,15.0,60.0,NORTHERN AMERICA,-100.0,45.0,2010,1687920
Southern Europe,15.0,41.0,NORTHERN AMERICA,-100.0,45.0,2010,1761384
Western Europe,2.0,48.0,NORTHERN AMERICA,-100.0,45.0,2010,1449372
Caribbean,-75.0,18.0,NORTHERN AMERICA,-100.0,45.0,2010,5742178
Central America,-86.0,15.0,NORTHERN AMERICA,-100.0,45.0,2010,15323326
South America,-60.0,-10.0,NORTHERN AMERICA,-100.0,45.0,2010,3069069
NORTHERN AMERICA,-100.0,45.0,NORTHERN AMERICA,-100.0,45.0,2010,1149471
OCEANIA,140.0,-25.0,NORTHERN AMERICA,-100.0,45.0,2010,245006
Eastern Africa,39.0,-6.5,OCEANIA,140.0,-25.0,2010,128812
Middle Africa,17.0,1.0,OCEANIA,140.0,-25.0,2010,4410
Northern Africa,18.0,28.0,OCEANIA,140.0,-25.0,2010,77711
Southern Africa,24.0,-29.0,OCEANIA,140.0,-25.0,2010,207124
Western Africa,-2.0,16.0,OCEANIA,140.0,-25.0,2010,17311
Central Asia,63.0,48.0,OCEANIA,140.0,-25.0,2010,3040
Eastern Asia,116.0,39.0,OCEANIA,140.0,-25.0,2010,731336
South-Eastern Asia,108.0,4.0,OCEANIA,140.0,-25.0,2010,911749
Southern Asia,78.0,23.0,OCEANIA,140.0,-25.0,2010,663325
Western Asia,40.0,33.0,OCEANIA,140.0,-25.0,2010,266140
Eastern Europe,30.0,50.0,OCEANIA,140.0,-25.0,2010,174663
Northern Europe,15.0,60.0,OCEANIA,140.0,-25.0,2010,1567222
Southern Europe,15.0,41.0,OCEANIA,140.0,-25.0,2010,622683
Western Europe,2.0,48.0,OCEANIA,140.0,-25.0,2010,384435
Caribbean,-75.0,18.0,OCEANIA,140.0,-25.0,2010,10162
Central America,-86.0,15.0,OCEANIA,140.0,-25.0,2010,16550
South America,-60.0,-10.0,OCEANIA,140.0,-25.0,2010,105442
NORTHERN AMERICA,-100.0,45.0,OCEANIA,140.0,-25.0,2010,185734
OCEANIA,140.0,-25.0,OCEANIA,140.0,-25.0,2010,918504
Eastern Africa,39.0,-6.5,Eastern Africa,39.0,-6.5,2015,4218033
Middle Africa,17.0,1.0,Eastern Africa,39.0,-6.5,2015,1029628
Northern Africa,18.0,28.0,Eastern Africa,39.0,-6.5,2015,684649
Southern Africa,24.0,-29.0,Eastern Africa,39.0,-6.5,2015,63506
Western Africa,-2.0,16.0,Eastern Africa,39.0,-6.5,2015,16446
Central Asia,63.0,48.0,Eastern Africa,39.0,-6.5,2015,0
Eastern Asia,116.0,39.0,Eastern Africa,39.0,-6.5,2015,7416
South-Eastern Asia,108.0,4.0,Eastern Africa,39.0,-6.5,2015,1146
Southern Asia,78.0,23.0,Eastern Africa,39.0,-6.5,2015,52114
Western Asia,40.0,33.0,Eastern Africa,39.0,-6.5,2015,13364
Eastern Europe,30.0,50.0,Eastern Africa,39.0,-6.5,2015,425
Northern Europe,15.0,60.0,Eastern Africa,39.0,-6.5,2015,17816
Southern Europe,15.0,41.0,Eastern Africa,39.0,-6.5,2015,5675
Western Europe,2.0,48.0,Eastern Africa,39.0,-6.5,2015,109614
Caribbean,-75.0,18.0,Eastern Africa,39.0,-6.5,2015,59
Central America,-86.0,15.0,Eastern Africa,39.0,-6.5,2015,0
South America,-60.0,-10.0,Eastern Africa,39.0,-6.5,2015,0
NORTHERN AMERICA,-100.0,45.0,Eastern Africa,39.0,-6.5,2015,3780
OCEANIA,140.0,-25.0,Eastern Africa,39.0,-6.5,2015,283
Eastern Africa,39.0,-6.5,Middle Africa,17.0,1.0,2015,355514
Middle Africa,17.0,1.0,Middle Africa,17.0,1.0,2015,1425332
Northern Africa,18.0,28.0,Middle Africa,17.0,1.0,2015,348342
Southern Africa,24.0,-29.0,Middle Africa,17.0,1.0,2015,6820
Western Africa,-2.0,16.0,Middle Africa,17.0,1.0,2015,457318
Central Asia,63.0,48.0,Middle Africa,17.0,1.0,2015,0
Eastern Asia,116.0,39.0,Middle Africa,17.0,1.0,2015,1592
South-Eastern Asia,108.0,4.0,Middle Africa,17.0,1.0,2015,0
Southern Asia,78.0,23.0,Middle Africa,17.0,1.0,2015,0
Western Asia,40.0,33.0,Middle Africa,17.0,1.0,2015,3506
Eastern Europe,30.0,50.0,Middle Africa,17.0,1.0,2015,2712
Northern Europe,15.0,60.0,Middle Africa,17.0,1.0,2015,279
Southern Europe,15.0,41.0,Middle Africa,17.0,1.0,2015,9513
Western Europe,2.0,48.0,Middle Africa,17.0,1.0,2015,46570
Caribbean,-75.0,18.0,Middle Africa,17.0,1.0,2015,536
Central America,-86.0,15.0,Middle Africa,17.0,1.0,2015,0
South America,-60.0,-10.0,Middle Africa,17.0,1.0,2015,0
NORTHERN AMERICA,-100.0,45.0,Middle Africa,17.0,1.0,2015,2665
OCEANIA,140.0,-25.0,Middle Africa,17.0,1.0,2015,10
Eastern Africa,39.0,-6.5,Northern Africa,18.0,28.0,2015,630901
Middle Africa,17.0,1.0,Northern Africa,18.0,28.0,2015,100188
Northern Africa,18.0,28.0,Northern Africa,18.0,28.0,2015,310813
Southern Africa,24.0,-29.0,Northern Africa,18.0,28.0,2015,961
Western Africa,-2.0,16.0,Northern Africa,18.0,28.0,2015,37818
Central Asia,63.0,48.0,Northern Africa,18.0,28.0,2015,2453
Eastern Asia,116.0,39.0,Northern Africa,18.0,28.0,2015,7396
South-Eastern Asia,108.0,4.0,Northern Africa,18.0,28.0,2015,36218
Southern Asia,78.0,23.0,Northern Africa,18.0,28.0,2015,12652
Western Asia,40.0,33.0,Northern Africa,18.0,28.0,2015,784226
Eastern Europe,30.0,50.0,Northern Africa,18.0,28.0,2015,17067
Northern Europe,15.0,60.0,Northern Africa,18.0,28.0,2015,14590
Southern Europe,15.0,41.0,Northern Africa,18.0,28.0,2015,23495
Western Europe,2.0,48.0,Northern Africa,18.0,28.0,2015,74527
Caribbean,-75.0,18.0,Northern Africa,18.0,28.0,2015,21
Central America,-86.0,15.0,Northern Africa,18.0,28.0,2015,891
South America,-60.0,-10.0,Northern Africa,18.0,28.0,2015,586
NORTHERN AMERICA,-100.0,45.0,Northern Africa,18.0,28.0,2015,20420
OCEANIA,140.0,-25.0,Northern Africa,18.0,28.0,2015,1109
Eastern Africa,39.0,-6.5,Southern Africa,24.0,-29.0,2015,1405000
Middle Africa,17.0,1.0,Southern Africa,24.0,-29.0,2015,194695
Northern Africa,18.0,28.0,Southern Africa,24.0,-29.0,2015,10683
Southern Africa,24.0,-29.0,Southern Africa,24.0,-29.0,2015,341022
Western Africa,-2.0,16.0,Southern Africa,24.0,-29.0,2015,61977
Central Asia,63.0,48.0,Southern Africa,24.0,-29.0,2015,37
Eastern Asia,116.0,39.0,Southern Africa,24.0,-29.0,2015,21116
South-Eastern Asia,108.0,4.0,Southern Africa,24.0,-29.0,2015,6452
Southern Asia,78.0,23.0,Southern Africa,24.0,-29.0,2015,87170
Western Asia,40.0,33.0,Southern Africa,24.0,-29.0,2015,13805
Eastern Europe,30.0,50.0,Southern Africa,24.0,-29.0,2015,27210
Northern Europe,15.0,60.0,Southern Africa,24.0,-29.0,2015,84701
Southern Europe,15.0,41.0,Southern Africa,24.0,-29.0,2015,53527
Western Europe,2.0,48.0,Southern Africa,24.0,-29.0,2015,58262
Caribbean,-75.0,18.0,Southern Africa,24.0,-29.0,2015,3061
Central America,-86.0,15.0,Southern Africa,24.0,-29.0,2015,559
South America,-60.0,-10.0,Southern Africa,24.0,-29.0,2015,8396
NORTHERN AMERICA,-100.0,45.0,Southern Africa,24.0,-29.0,2015,14834
OCEANIA,140.0,-25.0,Southern Africa,24.0,-29.0,2015,9267
Eastern Africa,39.0,-6.5,Western Africa,-2.0,16.0,2015,6359
Middle Africa,17.0,1.0,Western Africa,-2.0,16.0,2015,112726
Northern Africa,18.0,28.0,Western Africa,-2.0,16.0,2015,58237
Southern Africa,24.0,-29.0,Western Africa,-2.0,16.0,2015,2045
Western Africa,-2.0,16.0,Western Africa,-2.0,16.0,2015,6321159
Central Asia,63.0,48.0,Western Africa,-2.0,16.0,2015,1832
Eastern Asia,116.0,39.0,Western Africa,-2.0,16.0,2015,8974
South-Eastern Asia,108.0,4.0,Western Africa,-2.0,16.0,2015,1369
Southern Asia,78.0,23.0,Western Africa,-2.0,16.0,2015,3299
Western Asia,40.0,33.0,Western Africa,-2.0,16.0,2015,12441
Eastern Europe,30.0,50.0,Western Africa,-2.0,16.0,2015,1402
Northern Europe,15.0,60.0,Western Africa,-2.0,16.0,2015,2485
